campaign_id,brand,campaign_name,start_date,end_date,channel,target_model,audience_segment,message_subject,message_body,impressions,clicks,opens,ctr,conversion_rate
CAMP-MAR-11301,Maruti,Ertiga Test Drive Campaign 11,2024-01-09,2024-03-01,Social Media,Ertiga,Gen Z,Upgrade to Ertiga — Special finance rates,Upgrade to Ertiga — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-01-09 to 2024-03-01.,49425,968,,0.0196,0.049
CAMP-MAR-11302,Maruti,Swift Exchange Bonus Campaign 8,2024-12-18,2024-12-30,In-showroom,Swift,First-time Buyers,Upgrade to Swift — Special finance rates,Upgrade to Swift — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-12-18 to 2024-12-30.,17063,1156,,0.0677,0.066
CAMP-MAR-11303,Maruti,Swift Exchange Bonus Campaign 5,2025-03-08,2025-04-06,SMS,Swift,First-time Buyers,Swift: Feature-packed & family-friendly,Swift: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2025-03-08 to 2025-04-06.,17316,768,,0.0444,0.063
CAMP-MAR-11304,Maruti,Brezza Test Drive Campaign 5,2024-03-27,2024-05-26,Email,Brezza,Rural Buyers,Upgrade to Brezza — Special finance rates,Upgrade to Brezza — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-03-27 to 2024-05-26.,22962,888,1859,0.0387,0.048
CAMP-MAR-11305,Maruti,Fronx Test Drive Campaign 8,2024-10-14,2024-10-22,Search Ads,Fronx,First-time Buyers,Exclusive offer on Fronx — Limited time!,Exclusive offer on Fronx — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-10-14 to 2024-10-22.,69396,2532,,0.0365,0.032
CAMP-MAR-11306,Maruti,Fronx Service Camp Campaign 27,2024-09-18,2024-10-23,Dealer,Fronx,Tech-savvy Professionals,Upgrade to Fronx — Special finance rates,Upgrade to Fronx — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-09-18 to 2024-10-23.,34932,2036,,0.0583,0.036
CAMP-MAR-11307,Maruti,Brezza Discount Campaign 18,2024-08-08,2024-08-30,Search Ads,Brezza,First-time Buyers,Test drive the new Brezza today,Test drive the new Brezza today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-08-08 to 2024-08-30.,64112,3160,,0.0493,0.04
CAMP-MAR-11308,Maruti,Ignis Awareness Campaign 37,2024-11-29,2025-01-20,Email,Ignis,Gen Z,Save big on Ignis — Exchange bonus available,Save big on Ignis — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2024-11-29 to 2025-01-20.,82013,2919,7078,0.0356,0.012
CAMP-MAR-11309,Maruti,Swift Discount Campaign 30,2024-12-15,2025-01-11,In-showroom,Swift,First-time Buyers,Drive home a Swift with low EMI,Drive home a Swift with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2024-12-15 to 2025-01-11.,41524,3022,,0.0728,0.066
CAMP-MAR-11310,Maruti,Fronx Service Camp Campaign 24,2024-01-16,2024-03-02,Social Media,Fronx,Urban Families,Drive home a Fronx with low EMI,Drive home a Fronx with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2024-01-16 to 2024-03-02.,62971,503,,0.008,0.042
CAMP-MAR-11311,Maruti,Fronx Exchange Bonus Campaign 9,2025-06-18,2025-07-30,Email,Fronx,First-time Buyers,Exclusive offer on Fronx — Limited time!,Exclusive offer on Fronx — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2025-06-18 to 2025-07-30.,27235,1073,2555,0.0394,0.069
CAMP-MAR-11312,Maruti,Ertiga Launch Campaign 26,2024-05-27,2024-07-06,Dealer,Ertiga,Gen Z,Drive home a Ertiga with low EMI,Drive home a Ertiga with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2024-05-27 to 2024-07-06.,46099,3379,,0.0733,0.012
CAMP-MAR-11313,Maruti,Baleno Finance Offer Campaign 36,2025-07-31,2025-09-29,Email,Baleno,Gen Z,Test drive the new Baleno today,Test drive the new Baleno today — Book online or visit your nearest Maruti dealer. Offer valid from 2025-07-31 to 2025-09-29.,30905,1715,3659,0.0555,0.03
CAMP-MAR-11314,Maruti,Fronx Launch Campaign 14,2024-10-04,2024-10-26,TV,Fronx,Eco-conscious Buyers,Drive home a Fronx with low EMI,Drive home a Fronx with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2024-10-04 to 2024-10-26.,31469,31,,0.001,0.043
CAMP-MAR-11315,Maruti,Fronx Exchange Bonus Campaign 46,2025-01-07,2025-03-01,Display Ads,Fronx,First-time Buyers,Save big on Fronx — Exchange bonus available,Save big on Fronx — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2025-01-07 to 2025-03-01.,26442,26,,0.001,0.044
CAMP-MAR-11316,Maruti,Baleno Test Drive Campaign 3,2025-08-07,2025-09-06,Social Media,Baleno,Rural Buyers,Save big on Baleno — Exchange bonus available,Save big on Baleno — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2025-08-07 to 2025-09-06.,28639,558,,0.0195,0.045
CAMP-MAR-11317,Maruti,Swift Finance Offer Campaign 6,2025-06-03,2025-07-20,SMS,Swift,Affluent Buyers,Exclusive offer on Swift — Limited time!,Exclusive offer on Swift — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2025-06-03 to 2025-07-20.,40711,1648,,0.0405,0.082
CAMP-MAR-11318,Maruti,Brezza Discount Campaign 3,2024-10-01,2024-10-19,Dealer,Brezza,Gen Z,Exclusive offer on Brezza — Limited time!,Exclusive offer on Brezza — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-10-01 to 2024-10-19.,69650,4360,,0.0626,0.013
CAMP-MAR-11319,Maruti,Fronx Discount Campaign 6,2024-06-03,2024-07-20,TV,Fronx,Urban Families,Exclusive offer on Fronx — Limited time!,Exclusive offer on Fronx — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-06-03 to 2024-07-20.,37059,37,,0.001,0.062
CAMP-MAR-11320,Maruti,Fronx Test Drive Campaign 13,2024-06-27,2024-08-26,Dealer,Fronx,Urban Families,Drive home a Fronx with low EMI,Drive home a Fronx with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2024-06-27 to 2024-08-26.,78753,6040,,0.0767,0.067
CAMP-MAR-11321,Maruti,Ertiga Exchange Bonus Campaign 8,2025-06-03,2025-07-30,Social Media,Ertiga,Gen Z,Test drive the new Ertiga today,Test drive the new Ertiga today — Book online or visit your nearest Maruti dealer. Offer valid from 2025-06-03 to 2025-07-30.,79298,3108,,0.0392,0.024
CAMP-MAR-11322,Maruti,Fronx Test Drive Campaign 9,2025-01-18,2025-03-19,Search Ads,Fronx,Gen Z,Fronx: Feature-packed & family-friendly,Fronx: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2025-01-18 to 2025-03-19.,81133,1882,,0.0232,0.016
CAMP-MAR-11323,Maruti,Dzire Exchange Bonus Campaign 42,2025-03-18,2025-05-12,Search Ads,Dzire,First-time Buyers,Dzire: Feature-packed & family-friendly,Dzire: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2025-03-18 to 2025-05-12.,20881,1077,,0.0516,0.045
CAMP-MAR-11324,Maruti,Ignis Test Drive Campaign 29,2025-02-06,2025-03-29,Social Media,Ignis,Tech-savvy Professionals,Drive home a Ignis with low EMI,Drive home a Ignis with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2025-02-06 to 2025-03-29.,70522,916,,0.013,0.049
CAMP-MAR-11325,Maruti,Fronx Awareness Campaign 12,2025-02-04,2025-03-09,Display Ads,Fronx,Eco-conscious Buyers,Upgrade to Fronx — Special finance rates,Upgrade to Fronx — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2025-02-04 to 2025-03-09.,70215,407,,0.0058,0.026
CAMP-MAR-11326,Maruti,WagonR Finance Offer Campaign 40,2024-10-01,2024-11-25,Dealer,WagonR,Urban Families,WagonR: Feature-packed & family-friendly,WagonR: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-10-01 to 2024-11-25.,500,38,,0.076,0.078
CAMP-MAR-11327,Maruti,Grand Vitara Awareness Campaign 18,2025-08-01,2025-09-12,In-showroom,Grand Vitara,Urban Families,Drive home a Grand Vitara with low EMI,Drive home a Grand Vitara with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2025-08-01 to 2025-09-12.,34715,3061,,0.0882,0.096
CAMP-MAR-11328,Maruti,Dzire Festive Offer Campaign 4,2025-05-03,2025-06-10,Social Media,Dzire,Gen Z,Save big on Dzire — Exchange bonus available,Save big on Dzire — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2025-05-03 to 2025-06-10.,27401,180,,0.0066,0.026
CAMP-MAR-11329,Maruti,Alto Service Camp Campaign 28,2024-05-06,2024-05-21,In-showroom,Alto,Gen Z,Drive home a Alto with low EMI,Drive home a Alto with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2024-05-06 to 2024-05-21.,38281,2488,,0.065,0.041
CAMP-MAR-11330,Maruti,Fronx Exchange Bonus Campaign 8,2024-08-17,2024-09-28,In-showroom,Fronx,Rural Buyers,Fronx: Feature-packed & family-friendly,Fronx: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-08-17 to 2024-09-28.,50815,3831,,0.0754,0.059
CAMP-MAR-11331,Maruti,Fronx Awareness Campaign 15,2024-05-02,2024-06-10,Social Media,Fronx,Fleet Managers,Drive home a Fronx with low EMI,Drive home a Fronx with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2024-05-02 to 2024-06-10.,27212,119,,0.0044,0.096
CAMP-MAR-11332,Maruti,Dzire Festive Offer Campaign 28,2024-01-29,2024-03-08,Email,Dzire,First-time Buyers,Upgrade to Dzire — Special finance rates,Upgrade to Dzire — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-01-29 to 2024-03-08.,11072,543,1211,0.049,0.064
CAMP-MAR-11333,Maruti,Fronx Exchange Bonus Campaign 24,2024-11-27,2024-12-22,Display Ads,Fronx,Urban Families,Exclusive offer on Fronx — Limited time!,Exclusive offer on Fronx — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-11-27 to 2024-12-22.,9405,196,,0.0208,0.06
CAMP-MAR-11334,Maruti,WagonR Finance Offer Campaign 35,2025-05-11,2025-05-27,Search Ads,WagonR,Eco-conscious Buyers,Test drive the new WagonR today,Test drive the new WagonR today — Book online or visit your nearest Maruti dealer. Offer valid from 2025-05-11 to 2025-05-27.,25443,1338,,0.0526,0.059
CAMP-MAR-11335,Maruti,Brezza Festive Offer Campaign 47,2025-05-25,2025-06-16,Social Media,Brezza,Urban Families,Brezza: Feature-packed & family-friendly,Brezza: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2025-05-25 to 2025-06-16.,47088,711,,0.0151,0.078
CAMP-MAR-11336,Maruti,Baleno Service Camp Campaign 19,2024-03-30,2024-04-29,Social Media,Baleno,Urban Families,Baleno: Feature-packed & family-friendly,Baleno: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-03-30 to 2024-04-29.,37467,1472,,0.0393,0.068
CAMP-MAR-11337,Maruti,Ignis Service Camp Campaign 22,2025-04-09,2025-04-17,SMS,Ignis,Gen Z,Ignis: Feature-packed & family-friendly,Ignis: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2025-04-09 to 2025-04-17.,27493,1041,,0.0379,0.023
CAMP-MAR-11338,Maruti,Baleno Exchange Bonus Campaign 31,2025-06-02,2025-06-17,Social Media,Baleno,Urban Families,Save big on Baleno — Exchange bonus available,Save big on Baleno — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2025-06-02 to 2025-06-17.,36410,768,,0.0211,0.076
CAMP-MAR-11339,Maruti,Ertiga Awareness Campaign 16,2024-04-23,2024-04-30,Email,Ertiga,Urban Families,Exclusive offer on Ertiga — Limited time!,Exclusive offer on Ertiga — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-04-23 to 2024-04-30.,30033,1621,2128,0.054,0.055
CAMP-MAR-11340,Maruti,Fronx Test Drive Campaign 17,2024-02-17,2024-03-02,TV,Fronx,Affluent Buyers,Fronx: Feature-packed & family-friendly,Fronx: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-02-17 to 2024-03-02.,40306,40,,0.001,0.074
CAMP-MAR-11341,Maruti,Fronx Test Drive Campaign 32,2024-06-11,2024-07-19,Social Media,Fronx,Eco-conscious Buyers,Exclusive offer on Fronx — Limited time!,Exclusive offer on Fronx — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-06-11 to 2024-07-19.,37871,628,,0.0166,0.054
CAMP-MAR-11342,Maruti,Fronx Finance Offer Campaign 10,2024-02-24,2024-04-15,SMS,Fronx,Gen Z,Test drive the new Fronx today,Test drive the new Fronx today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-02-24 to 2024-04-15.,80157,1106,,0.0138,0.017
CAMP-MAR-11343,Maruti,Fronx Finance Offer Campaign 37,2024-04-14,2024-06-07,Search Ads,Fronx,Gen Z,Save big on Fronx — Exchange bonus available,Save big on Fronx — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2024-04-14 to 2024-06-07.,44050,1510,,0.0343,0.014
CAMP-MAR-11344,Maruti,Fronx Festive Offer Campaign 34,2025-02-03,2025-03-19,Social Media,Fronx,Urban Families,Drive home a Fronx with low EMI,Drive home a Fronx with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2025-02-03 to 2025-03-19.,46597,1570,,0.0337,0.049
CAMP-MAR-11345,Maruti,Brezza Test Drive Campaign 18,2025-08-23,2025-09-26,In-showroom,Brezza,Fleet Managers,Test drive the new Brezza today,Test drive the new Brezza today — Book online or visit your nearest Maruti dealer. Offer valid from 2025-08-23 to 2025-09-26.,69886,5954,,0.0852,0.08
CAMP-MAR-11346,Maruti,Brezza Finance Offer Campaign 10,2025-01-30,2025-02-22,Email,Brezza,Gen Z,Exclusive offer on Brezza — Limited time!,Exclusive offer on Brezza — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2025-01-30 to 2025-02-22.,58499,3527,9096,0.0603,0.023
CAMP-MAR-11347,Maruti,Fronx Service Camp Campaign 37,2024-11-23,2024-12-06,TV,Fronx,First-time Buyers,Fronx: Feature-packed & family-friendly,Fronx: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-11-23 to 2024-12-06.,37863,170,,0.0045,0.06
CAMP-MAR-11348,Maruti,Alto Test Drive Campaign 43,2025-06-26,2025-07-31,In-showroom,Alto,Rural Buyers,Drive home a Alto with low EMI,Drive home a Alto with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2025-06-26 to 2025-07-31.,35156,2482,,0.0706,0.031
CAMP-MAR-11349,Maruti,Fronx Finance Offer Campaign 27,2024-03-14,2024-03-22,Search Ads,Fronx,First-time Buyers,Test drive the new Fronx today,Test drive the new Fronx today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-03-14 to 2024-03-22.,38815,1331,,0.0343,0.059
CAMP-MAR-11350,Maruti,Fronx Exchange Bonus Campaign 28,2024-04-27,2024-06-19,Dealer,Fronx,Urban Families,Exclusive offer on Fronx — Limited time!,Exclusive offer on Fronx — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-04-27 to 2024-06-19.,27748,1667,,0.0601,0.042
CAMP-MAR-11351,Maruti,Brezza Exchange Bonus Campaign 39,2024-10-04,2024-10-27,Dealer,Brezza,Eco-conscious Buyers,Test drive the new Brezza today,Test drive the new Brezza today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-10-04 to 2024-10-27.,17334,896,,0.0517,0.048
CAMP-MAR-11352,Maruti,Baleno Finance Offer Campaign 22,2025-02-28,2025-03-13,Social Media,Baleno,First-time Buyers,Exclusive offer on Baleno — Limited time!,Exclusive offer on Baleno — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2025-02-28 to 2025-03-13.,25364,91,,0.0036,0.04
CAMP-MAR-11353,Maruti,Brezza Service Camp Campaign 2,2024-09-01,2024-10-31,Social Media,Brezza,Rural Buyers,Upgrade to Brezza — Special finance rates,Upgrade to Brezza — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-09-01 to 2024-10-31.,21540,241,,0.0112,0.034
CAMP-MAR-11354,Maruti,Fronx Finance Offer Campaign 47,2024-10-29,2024-11-30,Social Media,Fronx,Gen Z,Save big on Fronx — Exchange bonus available,Save big on Fronx — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2024-10-29 to 2024-11-30.,76478,1758,,0.023,0.01
CAMP-MAR-11355,Maruti,Fronx Launch Campaign 48,2024-12-30,2025-01-19,Dealer,Fronx,Gen Z,Upgrade to Fronx — Special finance rates,Upgrade to Fronx — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-12-30 to 2025-01-19.,40595,1903,,0.0469,0.02
CAMP-MAR-11356,Maruti,Ignis Awareness Campaign 5,2024-12-20,2025-02-10,Search Ads,Ignis,Eco-conscious Buyers,Ignis: Feature-packed & family-friendly,Ignis: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-12-20 to 2025-02-10.,52226,1514,,0.029,0.036
CAMP-MAR-11357,Maruti,Fronx Launch Campaign 32,2024-03-30,2024-04-15,Dealer,Fronx,Urban Families,Drive home a Fronx with low EMI,Drive home a Fronx with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2024-03-30 to 2024-04-15.,41944,2113,,0.0504,0.048
CAMP-MAR-11358,Maruti,Fronx Awareness Campaign 14,2024-05-06,2024-05-19,In-showroom,Fronx,Gen Z,Exclusive offer on Fronx — Limited time!,Exclusive offer on Fronx — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-05-06 to 2024-05-19.,52081,3291,,0.0632,0.037
CAMP-MAR-11359,Maruti,Alto Awareness Campaign 17,2024-08-23,2024-09-13,SMS,Alto,Eco-conscious Buyers,Alto: Feature-packed & family-friendly,Alto: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-08-23 to 2024-09-13.,37230,428,,0.0115,0.053
